Code,Sex,BirthDay,BirthMonth,BirthYear,Expr1005,BirthWt,MumCode,MumAge,DaysFrom1May,MotherStatus
BRZ18,2,26,5,2018,ZEP14,5.699999809,ZEP14,4,25,Milk
BSG14,1,24,5,2014,VES10,5.509999905,VES10,4,23,Naive
BSG16,2,16,6,2016,VES10,8.14,VES10,6,46,Summer yeld
BSG18,2,5,6,2018,VES10,6.925,VES10,8,35,True yeld
BSG20,1,26,5,2020,VES10,7.91,VES10,10,25,True yeld
BSG22,1,28,5,2022,VES10,6.825000095,VES10,12,27,True yeld
BSQ17,1,19,5,2017,MAJ13,6.094999809,MAJ13,4,18,Naive
BST75,2,11,6,1975,MHO67,6.509999905,MHO67,8,41,Milk
BST76,1,20,6,1976,MHO67,5.180000095,MHO67,9,50,Milk
BST77,1,29,6,1977,MHO67,6.584999905,MHO67,10,59,Winter yeld
BSY02,2,15,6,2002,MLN97,6.919999905,MLN97,5,45,Naive
BSY04,1,18,6,2004,MLN97,6.479999809,MLN97,7,48,True yeld
BSY06,2,17,6,2006,MLN97,7.78,MLN97,9,47,True yeld
BTT09,2,3,6,2009,RIB05,5.879999905,RIB05,4,33,Naive
BUA20,1,19,5,2020,GLE16,6.040000095,GLE16,4,18,Naive
BUA21,2,30,5,2021,GLE16,6.579999809,GLE16,5,29,Milk
BUC77,1,2,6,1977,BUL73,5.519999905,BUL73,4,32,Naive
BUC79,1,27,5,1979,BUL73,6.669999809,BUL73,6,26,True yeld
BUC81,1,30,5,1981,BUL73,7.339999809,BUL73,8,29,True yeld
BUC82,1,29,5,1982,BUL73,6.660000381,BUL73,9,28,Summer yeld
BUC84,1,12,6,1984,BUL73,7.520000381,BUL73,11,42,Winter yeld
BUC86,1,28,5,1986,BUL73,6.92,BUL73,13,27,Summer yeld
BUC87,2,13,6,1987,BUL73,9.14,BUL73,14,43,Milk
BUC88,2,6,6,1988,BUL73,8,BUL73,15,36,Milk
BUL71,1,21,5,1971,BULGY,4.820000095,BULGY,10,20,Milk
BUL75,1,12,7,1975,BULGY,6.740000191,BULGY,14,72,Summer yeld
BUM04,2,27,5,2004,NET99,8.839999809,NET99,5,26,Naive
BUM06,1,27,5,2006,NET99,6.620000191,NET99,7,26,True yeld
BUM07,1,6,6,2007,NET99,6.979999905,NET99,8,36,Milk
BUM08,1,2,6,2008,NET99,7.640000191,NET99,9,32,Summer yeld
BUM09,2,5,6,2009,NET99,8.46,NET99,10,35,Summer yeld
BUR80,2,6,6,1980,BURNE,7.67,BURNE,6,36,Naive
BUS90,1,12,6,1990,PEC86,6.41,PEC86,4,42,Naive
BUS92,1,2,6,1992,PEC86,7.020000381,PEC86,6,32,True yeld
BUT00,1,13,6,2000,BCL93,7.38,BCL93,7,43,Winter yeld
BUT01,2,6,6,2001,BCL93,7.540000095,BCL93,8,36,Winter yeld
BUT02,1,31,5,2002,BCL93,7.094999809,BCL93,9,30,Winter yeld
BUT03,1,27,5,2003,BCL93,8.330000381,BCL93,10,26,Milk
BUT04,2,29,5,2004,BCL93,7.239999905,BCL93,11,28,Milk
BUT05,2,8,6,2005,BCL93,7.339999809,BCL93,12,38,Winter yeld
BUT06,1,11,6,2006,BCL93,7.630000095,BCL93,13,41,Winter yeld
BUT96,1,5,6,1996,BCL93,4.839999809,BCL93,3,35,Naive
BUT98,1,2,6,1998,BCL93,6.540000095,BCL93,5,32,True yeld
BYL19,1,21,5,2019,ONY15,6.530000191,ONY15,4,20,Naive
BYL21,1,14,5,2021,ONY15,7.080000191,ONY15,6,13,True yeld
BZK14,1,2,6,2014,LUT10,4.019999905,LUT10,4,32,Naive
CAF89,1,7,6,1989,MAX84,5.960000095,MAX84,5,37,Naive
CAF91,1,18,6,1991,MAX84,7.14,MAX84,7,48,True yeld
CAF93,1,26,6,1993,MAX84,6.79,MAX84,9,56,True yeld
CAF96,1,23,6,1996,MAX84,6.739999905,MAX84,12,53,Summer yeld
CAF98,1,2,7,1998,MAX84,8.7,MAX84,14,62,True yeld
CAI69,2,11,6,1969,CAILL,5.540000095,CAILL,11,41,Naive
CAI70,2,30,5,1970,CAILL,5.019999809,CAILL,12,29,Winter yeld
CAI71,2,4,6,1971,CAILL,5.220000095,CAILL,13,34,Milk
CAI72,2,7,6,1972,CAILL,6.220000095,CAILL,14,37,Milk
CAI74,2,31,5,1974,CAILL,5.979999905,CAILL,16,30,Summer yeld
CAL82,1,8,6,1982,CIN78,7.060000191,CIN78,4,38,Naive
CAL84,1,6,6,1984,CIN78,7.659999809,CIN78,6,36,True yeld
CAL85,1,4,6,1985,CIN78,8.119999809,CIN78,7,34,Milk
CAL87,1,9,6,1987,CIN78,8.580000191,CIN78,9,39,True yeld
CAM11,2,24,5,2011,MNM07,8.339999809,MNM07,4,23,Naive
CAM12,2,21,5,2012,MNM07,7.995000381,MNM07,5,20,Milk
CAM13,2,23,5,2013,MNM07,7.159999809,MNM07,6,22,Milk
CAM14,2,1,6,2014,MNM07,7,MNM07,7,31,Milk
CAM15,2,20,5,2015,MNM07,9.079999809,MNM07,8,19,Summer yeld
CAN79,2,3,6,1979,WHI73,6.695000191,WHI73,6,33,True yeld
CAN80,1,2,6,1980,WHI73,8.020000381,WHI73,7,32,Summer yeld
CAN81,2,4,6,1981,WHI73,6.620000191,WHI73,8,34,Milk
CAN82,1,6,6,1982,WHI73,7.06,WHI73,9,36,Milk
CAN83,1,31,5,1983,WHI73,5.12,WHI73,10,30,Milk
CAN85,2,3,6,1985,WHI73,9.42,WHI73,12,33,Summer yeld
CAN87,1,4,6,1987,WHI73,6.400000191,WHI73,14,34,Summer yeld
CAP82,2,17,9,1982,SNI77,8.800000191,SNI77,5,139,Naive
CAP84,1,2,6,1984,SNI77,6.895,SNI77,7,32,True yeld
CAP85,1,8,6,1985,SNI77,6.17,SNI77,8,38,Milk
CAR79,1,10,6,1979,COC75,6.479999809,COC75,4,40,Naive
CAY02,2,7,6,2002,CPS97,6.039999905,CPS97,5,37,Naive
CAY03,2,25,5,2003,CPS97,6.440000191,CPS97,6,24,Summer yeld
CAY04,2,1,6,2004,CPS97,6.619999809,CPS97,7,31,Milk
CBH11,2,3,6,2011,CCK07,8.679999619,CCK07,4,33,Naive
CBH15,2,26,5,2015,CCK07,8.124999809,CCK07,8,25,True yeld
CBH18,2,22,5,2018,CCK07,8.440000191,CCK07,11,21,True yeld
CBL06,1,18,7,2006,GRA02,5.78,GRA02,4,78,Naive
CBL07,1,4,6,2007,GRA02,4.440000191,GRA02,5,34,Winter yeld
CBL09,2,20,6,2009,GRA02,6.119999809,GRA02,7,50,True yeld
CBS09,1,27,5,2009,ZUC03,4.049999809,ZUC03,6,26,Naive
CBS11,2,5,6,2011,ZUC03,4.28,ZUC03,8,35,True yeld
CBS13,1,28,5,2013,ZUC03,4.429999809,ZUC03,10,27,True yeld
CBS15,1,20,6,2015,ZUC03,5.150000191,ZUC03,12,50,True yeld
CBS17,1,28,6,2017,ZUC03,3.110000048,ZUC03,14,58,True yeld
CBT12,1,28,5,2012,AZU08,5.799999905,AZU08,4,27,Naive
CCH10,2,7,6,2010,PAN06,5.855000095,PAN06,4,37,Naive
CCH12,2,23,6,2012,PAN06,7.265000095,PAN06,6,53,True yeld
CCH14,1,3,6,2014,PAN06,7.680000191,PAN06,8,33,True yeld
CCH15,2,2,6,2015,PAN06,6.494999905,PAN06,9,32,Milk
CCH16,2,31,5,2016,PAN06,7.870000095,PAN06,10,30,Milk
CCH17,1,10,6,2017,PAN06,6.240000191,PAN06,11,40,Milk
CCH19,1,10,6,2019,PAN06,6.255000191,PAN06,13,40,True yeld
CCH20,1,26,5,2020,PAN06,7.41,PAN06,14,25,Summer yeld
CCK07,1,4,6,2007,DTN04,6.109999809,DTN04,3,34,Naive
CCL06,1,25,5,2006,STR00,3.399999809,STR00,6,24,Naive
CCL07,2,26,5,2007,STR00,7.040000095,STR00,7,25,Summer yeld
CCO91,2,9,6,1991,LAM83,5.720000191,LAM83,8,39,Milk
CCO95,2,28,6,1995,LAM83,6.379999905,LAM83,12,58,Milk
CCY20,1,25,5,2020,ONY16,6.38,ONY16,4,24,Naive
CCY21,1,3,6,2021,ONY16,6.009999905,ONY16,5,33,Milk
CCY22,1,6,6,2022,ONY16,6.955,ONY16,6,36,Milk
CCY23,1,3,6,2023,ONY16,5.609999809,ONY16,7,33,Milk
CDN11,2,9,6,2011,HOC07,5.479999809,HOC07,4,39,Naive
CDN13,2,6,6,2013,HOC07,6.964999905,HOC07,6,36,Milk
CDN14,1,27,6,2014,HOC07,6.979999809,HOC07,7,57,Winter yeld
CDN15,2,13,6,2015,HOC07,6.554999905,HOC07,8,43,Winter yeld
CDN16,2,3,6,2016,HOC07,7.340000095,HOC07,9,33,Milk
CDN18,2,7,6,2018,HOC07,6.829999905,HOC07,11,37,Summer yeld
CDN20,2,,,2020,HOC07,7.599999905,HOC07,13,,True yeld
CDY19,2,19,6,2019,BOO14,6.120000191,BOO14,5,49,Naive
CDY20,1,25,5,2020,BOO14,6.120000191,BOO14,6,24,Summer yeld
CDY21,1,28,5,2021,BOO14,6.040000095,BOO14,7,27,Milk
CDY22,2,2,6,2022,BOO14,5.919999905,BOO14,8,32,Winter yeld
CDY23,1,6,6,2023,BOO14,6.580000191,BOO14,9,36,Milk
CED02,1,1,6,2002,SEQ95,6.079999809,SEQ95,7,31,True yeld
CED03,1,29,5,2003,SEQ95,6.710000191,SEQ95,8,28,Milk
CED04,1,3,6,2004,SEQ95,6.810000095,SEQ95,9,33,Milk
CED99,1,25,5,1999,SEQ95,6.239999905,SEQ95,4,24,Naive
CEE98,1,4,6,1998,BUS92,6.755000191,BUS92,6,34,Milk
CEL01,2,9,6,2001,AST90,7.28,AST90,11,39,True yeld
CEL94,2,7,6,1994,AST90,7.639999809,AST90,4,37,Naive
CEL95,1,3,6,1995,AST90,6.249999809,AST90,5,33,Winter yeld
CEL97,2,5,6,1997,AST90,9.219999619,AST90,7,35,True yeld
CEL99,2,22,6,1999,AST90,8.180000191,AST90,9,52,True yeld
CER06,1,30,5,2006,PRC02,6.795000095,PRC02,4,29,Naive
CER08,2,23,5,2008,PRC02,9.78,PRC02,6,22,Summer yeld
CES17,1,22,5,2017,DAK12,6.41,DAK12,5,21,Summer yeld
CES19,1,22,5,2019,DAK12,6.549999809,DAK12,7,21,True yeld
CES20,2,22,5,2020,DAK12,6.339999809,DAK12,8,21,Milk
CES21,2,19,6,2021,DAK12,7.520000381,DAK12,9,49,Milk
CES23,1,18,5,2023,DAK12,7.030000191,DAK12,11,17,True yeld
CET06,1,10,6,2006,RUF02,4.650000191,RUF02,4,40,Naive
CET07,1,16,6,2007,RUF02,5.860000191,RUF02,5,46,Winter yeld
CET08,2,18,6,2008,RUF02,6.64,RUF02,6,48,Winter yeld
CET09,2,15,6,2009,RUF02,5.23,RUF02,7,45,Winter yeld
CET10,1,14,6,2010,RUF02,5.940000191,RUF02,8,44,Winter yeld
CET12,1,11,6,2012,RUF02,5.419999905,RUF02,10,41,Winter yeld
CET13,2,28,5,2013,RUF02,3.299999952,RUF02,11,27,Milk
CET14,2,4,6,2014,RUF02,6.159999619,RUF02,12,34,Summer yeld
CET15,2,20,6,2015,RUF02,4.099999809,RUF02,13,50,Winter yeld
CET16,1,16,6,2016,RUF02,4.919999905,RUF02,14,46,Milk
CET17,1,4,6,2017,RUF02,5.180000095,RUF02,15,34,Summer yeld
CET19,1,27,6,2019,RUF02,4.879999905,RUF02,17,57,True yeld
CET22,2,14,7,2022,RUF02,5.285000191,RUF02,20,74,True yeld
CFI88,2,4,6,1988,CFU82,5.009999905,CFU82,6,34,True yeld
CFI89,2,22,6,1989,CFU82,4.239999905,CFU82,7,52,Winter yeld
CFI91,2,26,5,1991,CFU82,6.080000191,CFU82,9,25,True yeld
CFI92,2,14,6,1992,CFU82,3.455,CFU82,10,44,Winter yeld
CFI94,1,9,6,1994,CFU82,6.040000095,CFU82,12,39,True yeld
CFU80,2,13,6,1980,CMO77,6.549999809,CMO77,3,43,Naive
CFU82,1,2,6,1982,CMO77,6.449999905,CMO77,5,32,True yeld
CFU84,2,1,6,1984,CMO77,7.91,CMO77,7,31,True yeld
CFU85,2,5,6,1985,CMO77,7.255000191,CMO77,8,35,Milk
CFU87,2,5,6,1987,CMO77,7.839999809,CMO77,10,35,True yeld
CFU89,2,14,6,1989,CMO77,6.500000191,CMO77,12,44,True yeld
CGH00,1,19,6,2000,WHA87,7.540000095,WHA87,13,49,Summer yeld
CGH91,2,12,6,1991,WHA87,6.210000191,WHA87,4,42,Naive
CGH93,1,8,6,1993,WHA87,5.609999809,WHA87,6,38,True yeld
CGH94,1,4,6,1994,WHA87,5.040000095,WHA87,7,34,Winter yeld
CGH95,1,19,6,1995,WHA87,5.710000191,WHA87,8,49,Milk
CGH97,2,22,5,1997,WHA87,6.84,WHA87,10,21,True yeld
CGH99,1,27,5,1999,WHA87,5.659999809,WHA87,12,26,True yeld
CHA92,2,7,6,1992,FID86,4.679999905,FID86,6,37,Naive
CHD06,2,5,6,2006,BIE01,7.119999809,BIE01,5,35,Milk
CHD11,2,20,6,2011,BIE01,6.800000191,BIE01,10,50,Milk
CHE74,2,12,6,1974,BLT69,9.070000381,BLT69,5,42,Milk
CHE77,2,10,6,1977,BLT69,5.319999809,BLT69,8,40,Milk
CHE78,2,5,7,1978,BLT69,8.555000381,BLT69,9,65,Milk
CHF03,2,6,6,2003,WAG95,7.899999809,WAG95,8,36,True yeld
CHF04,2,9,6,2004,WAG95,5.639999809,WAG95,9,39,Milk
CHF07,1,7,6,2007,WAG95,7.340000095,WAG95,12,37,True yeld
CHI89,1,1,6,1989,PGB83,6.619999809,PGB83,6,31,True yeld
CHK16,2,29,5,2016,SOX04,5.919999905,SOX04,12,28,Milk
CHK18,1,27,5,2018,SOX04,6.620000191,SOX04,14,26,True yeld
CHL00,2,29,5,2000,PEP91,6.425,PEP91,9,28,Summer yeld
CHL02,1,5,6,2002,PEP91,6.739999905,PEP91,11,35,True yeld
CHL96,2,7,6,1996,PEP91,4.82,PEP91,5,37,Naive
CHL98,2,5,6,1998,PEP91,6.760000191,PEP91,7,35,True yeld
CHM08,2,31,5,2008,HOC05,5.955,HOC05,3,30,Naive
CHM10,2,26,5,2010,HOC05,5.940000191,HOC05,5,25,True yeld
CHM12,1,23,5,2012,HOC05,6.479999809,HOC05,7,22,True yeld
CHM13,1,14,5,2013,HOC05,6.860000191,HOC05,8,13,Summer yeld
CHM14,2,29,5,2014,HOC05,7.109999809,HOC05,9,28,Milk
CHM15,2,3,6,2015,HOC05,7.449999809,HOC05,10,33,Milk
CHM16,2,2,6,2016,HOC05,7.980000381,HOC05,11,32,Milk
CHM17,1,6,6,2017,HOC05,6.839999809,HOC05,12,36,Milk
CHN01,2,7,6,2001,TRT97,7.360000095,TRT97,4,37,Naive
CHN03,1,27,5,2003,TRT97,8.404999619,TRT97,6,26,True yeld
CHN05,2,30,5,2005,TRT97,8.82,TRT97,8,29,Summer yeld
CHN06,1,14,6,2006,TRT97,7.920000381,TRT97,9,44,Milk
CHN08,2,30,5,2008,TRT97,8.940000191,TRT97,11,29,True yeld
CHO72,2,4,6,1972,CHOCH,5.540000095,CHOCH,8,34,Summer yeld
CHO74,1,4,6,1974,CHOCH,5.609999809,CHOCH,10,34,Milk
CHO75,1,27,5,1975,CHOCH,5.250000095,CHOCH,11,26,Summer yeld
CHO76,2,19,7,1976,CHOCH,7.040000095,CHOCH,12,79,Milk
CHO77,2,17,6,1977,CHOCH,4.959999809,CHOCH,13,47,Milk
CHO78,2,17,6,1978,CHOCH,4.439999905,CHOCH,14,47,Milk
CHP91,2,7,6,1991,BLC83,7,BLC83,8,37,Milk
CHU95,2,19,6,1995,PIC91,8.260000191,PIC91,4,49,Naive
CHU97,2,25,5,1997,PIC91,8.000000191,PIC91,6,24,True yeld
CHY12,1,15,5,2012,CHK07,6.48,CHK07,5,14,Naive
CHY14,1,28,5,2014,CHK07,6.019999905,CHK07,7,27,True yeld
CHY16,1,21,5,2016,CHK07,6.680000095,CHK07,9,20,True yeld
CIN76,1,13,7,1976,BST73,6.759999809,BST73,3,73,Naive
CIN78,1,12,6,1978,BST73,8.56,BST73,5,42,True yeld
CIN80,2,14,7,1980,BST73,7.940000191,BST73,7,74,True yeld
CLA82,2,26,5,1982,CLE77,6.14,CLE77,5,25,Summer yeld
CLA83,1,13,6,1983,CLE77,5.64,CLE77,6,43,Winter yeld
CLA85,1,19,5,1985,CLE77,7.96,CLE77,8,18,True yeld
CLA87,1,18,6,1987,CLE77,7.909999809,CLE77,10,48,True yeld
CLA89,2,30,5,1989,CLE77,5.600000095,CLE77,12,29,True yeld
CLC76,1,19,6,1976,COL72,5.239999905,COL72,4,49,Milk
CLC77,2,31,5,1977,COL72,6.419999905,COL72,5,30,Summer yeld
CLC79,1,3,6,1979,COL72,1.4,COL72,7,33,Milk
CLC80,1,20,6,1980,COL72,7.564999809,COL72,8,50,Milk
CLC81,1,3,7,1981,COL72,6.665000191,COL72,9,63,Milk
CLC82,1,30,5,1982,COL72,6.519999905,COL72,10,29,Summer yeld
CLC83,2,23,6,1983,COL72,5.040000095,COL72,11,53,Milk
CLC85,1,1,6,1985,COL72,7.455,COL72,13,31,True yeld
CLC87,2,7,6,1987,COL72,6.064999809,COL72,15,37,Summer yeld
CLE70,1,31,5,1970,CLEOP,5.500000191,CLEOP,6,30,Naive
CLE72,2,17,5,1972,CLEOP,5.7,CLEOP,8,16,Summer yeld
CLE75,1,28,5,1975,CLEOP,6.725000191,CLEOP,11,27,Milk
CLE76,1,30,5,1976,CLEOP,7.14,CLEOP,12,29,Milk
CLE77,1,5,6,1977,CLEOP,6.94,CLEOP,13,35,Milk
CLE80,2,17,6,1980,CLEOP,5.549999809,CLEOP,16,47,Summer yeld
CLE81,1,28,5,1981,CLEOP,5.904999905,CLEOP,17,27,Summer yeld
CLK04,1,6,5,2004,GRA99,6.080000191,GRA99,5,5,Naive
CLK06,1,22,6,2006,GRA99,8.88,GRA99,7,52,True yeld
CLL01,2,18,7,2001,VIO96,5.235000095,VIO96,5,78,Naive
CLL02,1,3,6,2002,VIO96,5.750000095,VIO96,6,33,Summer yeld
CLL03,2,7,6,2003,VIO96,6.049999809,VIO96,7,37,Milk
CLL04,2,20,5,2004,VIO96,6.250000095,VIO96,8,19,Summer yeld
CLL07,2,26,5,2007,VIO96,7.009999905,VIO96,11,25,True yeld
CLM78,2,3,6,1978,CLE74,6.580000191,CLE74,4,33,Naive
CLM80,2,19,6,1980,CLE74,7.720000095,CLE74,6,49,Milk
CLM82,1,7,6,1982,CLE74,7.099999619,CLE74,8,37,True yeld
CLM84,2,7,6,1984,CLE74,7.679999619,CLE74,10,37,True yeld
CLM85,2,11,6,1985,CLE74,6.92,CLE74,11,41,Milk
CLO93,1,12,6,1993,HIC89,5.399999809,HIC89,4,42,Naive
CLO94,1,4,6,1994,HIC89,6.14,HIC89,5,34,Milk
CLO95,2,5,6,1995,HIC89,5.91,HIC89,6,35,Winter yeld
CLR07,2,28,5,2007,ZUC01,6.159999905,ZUC01,6,27,Summer yeld
CLR09,1,31,5,2009,ZUC01,3.739999952,ZUC01,8,30,True yeld
CLR13,1,27,5,2013,ZUC01,4.549999809,ZUC01,12,26,True yeld
CLR16,2,7,6,2016,ZUC01,5.640000191,ZUC01,15,37,True yeld
CLS16,2,2,6,2016,GLR13,6.339999809,GLR13,3,32,Naive
CLS17,1,18,6,2017,GLR13,5.989999809,GLR13,4,48,Milk
CLS18,2,20,6,2018,GLR13,7.620000191,GLR13,5,50,Milk
CLS19,1,27,5,2019,GLR13,6.139999809,GLR13,6,26,Milk
CLS20,1,26,5,2020,GLR13,7.740000381,GLR13,7,25,Milk
CLS21,1,30,5,2021,GLR13,,GLR13,8,29,Milk
CLS22,2,29,5,2022,GLR13,7.679999619,GLR13,9,28,Milk
CLS23,2,26,5,2023,GLR13,7.78,GLR13,10,25,Milk
CLT91,1,14,9,1991,CCO87,5.78,CCO87,4,136,Naive
CLT93,2,10,6,1993,CCO87,7.815000381,CCO87,6,40,True yeld
CLT94,2,8,6,1994,CCO87,7.040000095,CCO87,7,38,Winter yeld
CLT95,2,30,5,1995,CCO87,6.839999809,CCO87,8,29,Winter yeld
CLT97,1,30,5,1997,CCO87,6.119999809,CCO87,10,29,Milk
CLT98,2,25,7,1998,CCO87,9.2,CCO87,11,85,Milk
CLV06,2,7,6,2006,KNO02,5.239999905,KNO02,4,37,Naive
CLW00,2,10,6,2000,STI94,6.440000381,STI94,6,40,Winter yeld
CLW04,2,10,6,2004,STI94,5.439999619,STI94,10,40,Milk
CLW06,2,1,6,2006,STI94,6.78,STI94,12,31,True yeld
CLW97,1,4,6,1997,STI94,2.999999905,STI94,3,34,Naive
CLW99,1,19,6,1999,STI94,,STI94,5,49,Summer yeld
CMA14,2,3,6,2014,TWX08,7.240000191,TWX08,6,33,Naive
CMB16,1,3,7,2016,HED12,5.325000095,HED12,4,63,Naive
CML18,1,7,6,2018,SLA06,6.56,SLA06,12,37,Summer yeld
CMO77,1,29,5,1977,CMOFF,8.020000381,CMOFF,3,28,Naive
CMR01,1,7,6,2001,CLT97,6.64,CLT97,4,37,Naive
CMR02,2,27,5,2002,CLT97,6.580000381,CLT97,5,26,Summer yeld
CMR04,2,16,5,2004,CLT97,3.319999809,CLT97,7,15,True yeld
CMT05,1,5,5,2005,MLN00,7.659999809,MLN00,5,4,Naive
CMT06,2,5,9,2006,MLN00,,MLN00,6,127,Summer yeld
CMT10,1,15,5,2010,MLN00,7.14,MLN00,10,14,True yeld
CMT11,2,7,6,2011,MLN00,6.85,MLN00,11,37,Milk
CMT14,1,2,6,2014,MLN00,8.719999619,MLN00,14,32,True yeld
CND02,1,2,6,2002,TIN98,6.23,TIN98,4,32,Naive
CND03,1,15,6,2003,TIN98,6.620000191,TIN98,5,45,Milk
CND04,1,15,6,2004,TIN98,7.395,TIN98,6,45,Milk
CND06,1,30,5,2006,TIN98,7.540000095,TIN98,8,29,True yeld
CND07,2,3,6,2007,TIN98,7.85,TIN98,9,33,Milk
CND08,2,5,6,2008,TIN98,7.120000191,TIN98,10,35,Milk
CND10,2,31,5,2010,TIN98,7.440000191,TIN98,12,30,True yeld
CND12,1,22,5,2012,TIN98,7.180000095,TIN98,14,21,True yeld
CND13,2,30,5,2013,TIN98,6.590000191,TIN98,15,29,Milk
CND14,1,23,6,2014,TIN98,5.440000191,TIN98,16,53,Milk
CND15,1,19,6,2015,TIN98,5.109999809,TIN98,17,49,Winter yeld
CNE05,2,3,6,2005,TUS01,6.679999905,TUS01,4,33,Milk
CNK06,2,1,6,2006,BEA00,5.755000191,BEA00,6,31,True yeld
CNN04,1,18,6,2004,RUM01,3.889999905,RUM01,3,48,Naive
CNN06,1,24,6,2006,RUM01,5.530000191,RUM01,5,54,True yeld
CNN09,2,18,6,2009,RUM01,6.539999905,RUM01,8,48,Winter yeld
CNN11,1,10,6,2011,RUM01,7.06,RUM01,10,40,True yeld
CNT10,2,1,6,2010,GLI06,5.429999809,GLI06,4,31,Naive
COA04,2,9,6,2004,CRB97,6.590000191,CRB97,7,39,Naive
COB77,2,3,6,1977,COL74,6.220000191,COL74,3,33,Naive
COB80,1,11,6,1980,COL74,5.940000191,COL74,6,41,Milk
COF01,1,14,6,2001,OVA97,6.759999809,OVA97,4,44,Naive
COL72,1,24,5,1972,COLLE,6.755000191,COLLE,3,23,Naive
COL74,1,24,5,1974,COLLE,6.080000191,COLLE,5,23,Milk
COL75,1,6,6,1975,COLLE,2.840000048,COLLE,6,36,Milk
COL76,2,1,6,1976,COLLE,7.120000191,COLLE,7,31,Milk
COL79,1,5,6,1979,COLLE,6.420000381,COLLE,10,35,Milk
COM14,1,5,6,2014,APA10,5.994999905,APA10,4,35,Naive
COM16,1,22,5,2016,APA10,6.040000095,APA10,6,21,True yeld
COM18,1,25,5,2018,APA10,6.000000191,APA10,8,24,Summer yeld
COM19,1,8,6,2019,APA10,6.91,APA10,9,38,Milk
COM20,1,2,6,2020,APA10,5.739999905,APA10,10,32,Milk
COM21,1,1,6,2021,APA10,5.14,APA10,11,31,Milk
COM23,2,2,6,2023,APA10,6.919999905,APA10,13,32,Summer yeld
COO95,1,2,6,1995,ANK91,5.154999809,ANK91,4,32,Naive
COO96,1,25,5,1996,ANK91,5.054999905,ANK91,5,24,Summer yeld
COO97,2,29,5,1997,ANK91,6.675000095,ANK91,6,28,Winter yeld
COO98,1,18,6,1998,ANK91,5.755000191,ANK91,7,48,Milk
COQ94,1,1,6,1994,FIL90,6.76,FIL90,4,31,Milk
COR76,1,19,6,1976,RTN73,3.92,RTN73,3,49,Naive
COR78,2,10,6,1978,RTN73,7.879999619,RTN73,5,40,Summer yeld
COR81,1,22,7,1981,RTN73,11.03999981,RTN73,8,82,Summer yeld
COT78,1,14,6,1978,COL75,5.519999619,COL75,3,44,Naive
COT79,1,9,6,1979,COL75,5.680000095,COL75,4,39,Milk
COU91,1,17,6,1991,CUC84,5.760000191,CUC84,7,47,Summer yeld
COU94,2,11,6,1994,CUC84,4.220000095,CUC84,10,41,True yeld
COU95,1,23,6,1995,CUC84,5.300000191,CUC84,11,53,Summer yeld
COU96,2,3,6,1996,CUC84,4.860000191,CUC84,12,33,Summer yeld
COW79,1,3,6,1979,PGB75,5.250000095,PGB75,4,33,Naive
COW80,2,24,6,1980,PGB75,8.114999619,PGB75,5,54,Milk
COY72,2,25,7,1972,COYHI,8.719999619,COYHI,9,85,Milk
COY75,1,3,6,1975,COYHI,8.580000191,COYHI,12,33,Summer yeld
COY76,2,21,6,1976,COYHI,5.519999905,COYHI,13,51,Milk
CPP99,2,19,6,1999,CAF96,6.609999809,CAF96,3,49,Naive
CPS00,1,5,7,2000,PEP93,6.84,PEP93,7,65,Winter yeld
CPS97,1,30,5,1997,PEP93,6.379999905,PEP93,4,29,Naive
CPS99,1,23,5,1999,PEP93,6.46,PEP93,6,22,True yeld
CPY06,2,6,6,2006,MOU03,5.239999905,MOU03,3,36,Naive
CPY08,1,4,6,2008,MOU03,6.025000095,MOU03,5,34,True yeld
CPY09,2,12,6,2009,MOU03,7.78,MOU03,6,42,Winter yeld
CPY13,2,25,5,2013,MOU03,6.64,MOU03,10,24,Summer yeld
CPY16,1,31,5,2016,MOU03,8.339999619,MOU03,13,30,True yeld
CPY19,2,3,6,2019,MOU03,7.710000191,MOU03,16,33,Summer yeld
CPY20,1,15,6,2020,MOU03,4.680000095,MOU03,17,45,Milk
CRA80,2,24,9,1980,BIG76,7.340000095,BIG76,4,146,Naive
CRA81,1,18,6,1981,BIG76,7.959999619,BIG76,5,48,Summer yeld
CRA82,2,21,6,1982,BIG76,6.810000095,BIG76,6,51,Milk
CRA83,1,2,7,1983,BIG76,6.659999809,BIG76,7,62,Milk
CRA84,2,17,6,1984,BIG76,8.440000191,BIG76,8,47,Winter yeld
CRA85,1,20,6,1985,BIG76,7.039999905,BIG76,9,50,Milk
CRA86,1,23,6,1986,BIG76,4.120000191,BIG76,10,53,Winter yeld
CRA87,1,20,6,1987,BIG76,7.024999905,BIG76,11,50,Milk
CRB90,2,5,6,1990,MOC84,7.120000191,MOC84,6,35,True yeld
CRB91,2,12,6,1991,MOC84,6.440000191,MOC84,7,42,Milk
CRB95,1,20,6,1995,MOC84,5.554999905,MOC84,11,50,Milk
CRB96,2,8,6,1996,MOC84,5.12,MOC84,12,38,Milk
CRB97,1,20,6,1997,MOC84,6.979999809,MOC84,13,50,Milk
CRC91,1,24,6,1991,TUR87,7.020000381,TUR87,4,54,Naive
CRD96,1,19,6,1996,FIN93,5.225000191,FIN93,3,49,Naive
CRE80,2,6,6,1980,CLE76,6.040000095,CLE76,4,36,Naive
